id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,dti,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,installment,default_risk,loan_status
1000099,11965, 36 months,5.23,A,A2,Project Manager,3 years,MORTGAGE,21101.34926641632,Verified,Dec-2015,debt_consolidation,debt_consolidation,913xx,CO,24.919179108030303,Jun-2001,692,696,0,8,0,15268,32.06258017435837,17,w,Individual,4,0,359.84,0,Fully Paid
1000100,25538, 36 months,15.34,D,D2,nan,9 years,MORTGAGE,69149.78224899061,Source Verified,Feb-2015,debt_consolidation,debt_consolidation,183xx,WY,8.611656456257627,Oct-2009,765,769,0,8,1,41769,14.700681369223645,13,w,Individual,6,0,889.54,0,Fully Paid
1000101,6056, 36 months,6.99,A,A5,Teacher,1 year,MORTGAGE,76031.01128844883,Verified,Feb-2015,debt_consolidation,debt_consolidation,456xx,FL,20.08129169856773,Jul-1998,846,850,0,5,0,34877,67.02418248316603,14,f,Individual,1,0,186.96,0,Fully Paid
1000102,33482, 36 months,18.18,E,E5,nan,9 years,RENT,34799.67485291121,Not Verified,Apr-2015,debt_consolidation,debt_consolidation,538xx,NC,32.06050296318059,Nov-1996,768,772,0,15,0,25369,34.61528918135177,28,w,Individual,1,0,1213.48,0,Fully Paid
1000103,9110, 60 months,16.31,D,D3,Sales,3 years,RENT,71282.44132308038,Source Verified,Jan-2015,debt_consolidation,debt_consolidation,587xx,WV,26.399424785343708,Dec-2002,840,844,2,11,0,29388,94.66145187926102,25,w,Joint App,0,0,223.04,0,Fully Paid
1000104,14773, 36 months,5.21,A,A5,Engineer,7 years,RENT,56677.78155683399,Verified,Feb-2017,debt_consolidation,debt_consolidation,774xx,MD,4.168185905699757,Sep-1994,664,668,1,9,0,49623,65.12354059787404,11,w,Joint App,4,0,444.15,0,Fully Paid
1000105,28266, 36 months,9.09,B,B4,Sales,1 year,MORTGAGE,17672.693855102723,Not Verified,Sep-2015,vacation,vacation,977xx,KS,36.4916612844974,Jan-2001,715,719,0,9,0,19274,52.246510759272425,25,w,Individual,5,0,900.04,0,Fully Paid
1000106,18412, 60 months,20.52,E,E5,Manager,4 years,MORTGAGE,66841.53814649011,Source Verified,Aug-2016,credit_card,credit_card,816xx,WY,13.542306752481675,Jul-2003,773,777,2,4,0,32224,43.58219079272958,8,w,Individual,4,1,493.15,0,Fully Paid
1000107,34270, 36 months,10.52,B,B4,Manager,6 years,RENT,33488.27214474357,Source Verified,Nov-2018,credit_card,credit_card,202xx,CO,16.981782506528337,Jul-1998,681,685,0,12,0,8714,17.622941546059877,23,w,Individual,5,0,1114.18,0,Fully Paid
1000108,7910, 36 months,14.99,D,D3,RN,9 years,MORTGAGE,84594.17325068104,Not Verified,May-2017,home_improvement,home_improvement,851xx,VT,27.695080652266128,Jul-2009,662,666,0,17,0,26690,35.05698645836899,26,w,Individual,6,0,274.16,0,Fully Paid
1000109,26446, 60 months,11.24,C,C2,Manager,5 years,RENT,44341.95711774653,Source Verified,Jan-2016,debt_consolidation,debt_consolidation,494xx,SC,18.450621420707893,Sep-1993,765,769,0,10,0,49738,52.75165232662046,18,w,Individual,6,0,578.17,0,Fully Paid
1000110,1206, 60 months,23.43,F,F2,nan,8 years,RENT,74153.70920307838,Source Verified,Nov-2017,debt_consolidation,debt_consolidation,400xx,WY,23.51979272261721,Jul-1993,849,853,4,9,0,27066,91.95283576496357,25,w,Individual,7,0,34.3,0,Fully Paid
1000111,22518, 60 months,15.73,D,D5,Director,1 year,MORTGAGE,121321.55464932723,Verified,May-2017,house,house,721xx,IN,19.109731792594214,Apr-1998,767,771,0,13,0,46871,45.8320792524893,20,f,Individual,5,1,544.37,0,Fully Paid
1000112,23361, 60 months,18.92,E,E4,Project Manager,3 years,MORTGAGE,46685.32534704565,Not Verified,Apr-2017,home_improvement,home_improvement,299xx,ID,12.3120748019292,Apr-1993,841,845,0,5,0,48726,47.044795295081954,14,f,Joint App,0,1,604.97,0,Fully Paid
1000113,24419, 36 months,6.67,A,A1,Sales,6 years,RENT,55530.97068575179,Verified,Jun-2018,debt_consolidation,debt_consolidation,829xx,NY,17.637619111156468,Mar-2010,662,666,1,13,1,1931,53.03369186057928,20,f,Individual,3,0,750.31,1,Charged Off
1000114,23403, 36 months,5.81,A,A1,nan,nan,MORTGAGE,126947.04592273769,Verified,Oct-2017,debt_consolidation,debt_consolidation,246xx,DE,12.463399304328835,Mar-2003,772,776,0,11,1,9392,31.021310951149317,11,w,Individual,2,0,709.95,0,Fully Paid
1000115,19141, 36 months,10.18,B,B1,nan,7 years,OWN,84269.61520786426,Verified,Jun-2017,debt_consolidation,debt_consolidation,990xx,MD,17.945654432129018,Oct-2010,730,734,2,10,0,46033,50.03339951296385,27,f,Individual,8,0,619.25,0,Fully Paid
1000116,15820, 36 months,11.18,C,C2,Sales,4 years,RENT,57235.169624845745,Not Verified,Feb-2016,small_business,small_business,632xx,SD,8.100621085269136,Dec-1992,799,803,0,8,0,7379,37.636405924014404,22,f,Individual,3,0,519.28,0,Fully Paid
1000117,7374, 36 months,18.75,E,E2,RN,4 years,RENT,144961.73338340883,Source Verified,Apr-2016,credit_card,credit_card,997xx,RI,2.4272807938896124,Mar-2003,770,774,1,9,0,34320,81.61924360055788,16,f,Individual,7,0,269.37,0,Fully Paid
1000118,2678, 60 months,16.38,D,D4,Manager,3 years,OWN,52860.33658941529,Not Verified,Sep-2016,debt_consolidation,debt_consolidation,685xx,TX,27.950968612661065,Oct-2004,724,728,2,18,1,18888,83.33804156404314,36,f,Individual,5,0,65.67,0,Fully Paid
1000119,34827, 36 months,12.49,C,C5,Manager,8 years,MORTGAGE,52309.43494670721,Source Verified,Apr-2016,debt_consolidation,debt_consolidation,903xx,MS,5.037315914253742,Dec-2008,728,732,0,3,0,1422,58.91148423814671,4,w,Individual,8,1,1164.92,0,Fully Paid
1000120,17198, 36 months,18.08,E,E1,Manager,nan,RENT,34926.356593079356,Not Verified,Sep-2015,debt_consolidation,debt_consolidation,977xx,WV,32.891516782275126,Feb-1990,810,814,0,7,0,1272,55.60383541445121,13,w,Individual,6,0,622.44,0,Fully Paid
1000121,10914, 60 months,8.27,B,B4,Manager,9 years,MORTGAGE,83957.72237728903,Source Verified,Nov-2015,debt_consolidation,debt_consolidation,833xx,NJ,14.55702745489409,May-1992,839,843,0,16,0,35839,62.06994420022824,35,w,Individual,3,1,222.71,0,Fully Paid
1000122,28890, 60 months,6.27,A,A4,nan,3 years,RENT,32186.79629515699,Verified,Dec-2015,debt_consolidation,debt_consolidation,616xx,NV,9.95687619142788,Nov-2007,742,746,1,11,2,10541,55.27569344966869,12,w,Individual,1,1,562.16,0,Fully Paid
1000123,23299, 36 months,22.09,F,F5,nan,2 years,MORTGAGE,134500.2839200146,Verified,Jul-2017,debt_consolidation,debt_consolidation,132xx,CT,16.391150358954853,Mar-1999,795,799,0,16,0,5742,13.658826565816007,20,w,Joint App,5,0,890.88,0,Fully Paid
1000124,3693, 60 months,16.28,D,D4,Engineer,8 years,OWN,42694.09066895763,Source Verified,May-2017,credit_card,credit_card,230xx,IL,5.984667113525246,Nov-2005,736,740,0,11,0,21665,77.71941662991529,11,w,Individual,4,0,90.36,0,Fully Paid
1000125,30467, 60 months,17.98,D,D5,Sales,6 years,OWN,78932.24628237568,Verified,Jul-2016,home_improvement,home_improvement,609xx,NC,33.960449056934145,Mar-1998,833,837,1,12,0,5665,50.53189253556789,26,f,Individual,7,0,773.33,0,Fully Paid
1000126,30723, 36 months,11.14,C,C3,Director,8 years,RENT,61529.181291974724,Not Verified,Apr-2016,credit_card,credit_card,915xx,AL,6.669903876347414,Nov-2004,800,804,4,14,0,3810,78.56814763758729,29,f,Individual,2,0,1007.87,0,Fully Paid
1000127,4627, 36 months,12.44,C,C5,Supervisor,3 years,MORTGAGE,81734.42008742406,Not Verified,Feb-2015,credit_card,credit_card,189xx,WV,19.75292148307787,Apr-1991,683,687,0,10,0,11967,59.068345038276625,21,w,Individual,3,0,154.66,0,Fully Paid
1000128,26939, 36 months,6.65,A,A1,nan,2 years,RENT,76398.33869559244,Not Verified,Mar-2018,other,other,408xx,SD,6.479919728769001,Nov-1990,830,834,0,8,0,11339,42.494829648401875,21,f,Individual,2,0,827.49,0,Fully Paid
1000129,22834, 36 months,22.14,F,F1,Supervisor,9 years,RENT,63416.205962229724,Source Verified,Aug-2018,debt_consolidation,debt_consolidation,952xx,NH,1.8280943482768075,Nov-2010,840,844,2,12,0,28393,60.39290254691218,22,w,Individual,8,0,873.7,0,Fully Paid
1000130,19047, 36 months,16.85,D,D5,Sales,7 years,RENT,48224.02520591496,Source Verified,Oct-2015,debt_consolidation,debt_consolidation,789xx,ME,31.9092040474729,Jan-1996,755,759,0,8,1,35477,54.185883742539396,12,f,Joint App,5,0,677.66,0,Fully Paid
1000131,27105, 60 months,6.67,A,A3,Supervisor,3 years,MORTGAGE,70107.40442201926,Not Verified,Mar-2018,debt_consolidation,debt_consolidation,661xx,AZ,22.29609863209025,Dec-1991,662,666,0,3,0,34142,46.808740292534246,14,w,Individual,4,0,532.5,0,Fully Paid
1000132,11230, 60 months,21.09,E,E3,Driver,9 years,MORTGAGE,126950.7469587449,Source Verified,Jun-2015,debt_consolidation,debt_consolidation,995xx,ID,3.124402687834369,Oct-1997,815,819,0,11,0,8987,75.53114243540305,28,f,Individual,7,0,304.38,0,Fully Paid
1000133,16707, 60 months,13.88,C,C1,Engineer,2 years,RENT,49995.175772933224,Not Verified,Jun-2015,debt_consolidation,debt_consolidation,578xx,IN,35.71623299058731,Jul-2010,698,702,0,12,0,25596,83.35758602972957,16,f,Individual,5,0,387.7,1,Charged Off
1000134,22976, 60 months,20.3,E,E3,Engineer,nan,MORTGAGE,30633.88127443605,Verified,Jul-2017,medical,medical,272xx,FL,15.702836293436837,Nov-2007,806,810,3,9,0,30762,43.839631956979694,19,w,Individual,1,0,612.57,0,Fully Paid
1000135,24776, 60 months,5.25,A,A4,Manager,3 years,RENT,88636.02809872034,Verified,Oct-2015,debt_consolidation,debt_consolidation,556xx,SD,17.04398668618102,Jan-2008,793,797,0,13,0,9359,93.90937683343,19,w,Individual,2,0,470.4,0,Fully Paid
1000136,31080, 36 months,5.57,A,A2,Project Manager,1 year,MORTGAGE,70136.69029857869,Verified,Feb-2017,debt_consolidation,debt_consolidation,218xx,WI,19.79524950642913,Jan-2010,817,821,3,8,0,11701,40.809517340575354,22,f,Individual,2,0,939.47,0,Fully Paid
1000137,2306, 36 months,8.42,B,B4,Director,nan,OWN,135024.02729431528,Not Verified,Sep-2018,debt_consolidation,debt_consolidation,593xx,NE,8.985254060242674,Jan-2003,846,850,3,9,0,4910,42.424407747048186,15,f,Individual,8,0,72.71,0,Fully Paid
1000138,7776, 60 months,9.22,B,B1,Supervisor,10+ years,RENT,83277.61752968578,Source Verified,May-2018,debt_consolidation,debt_consolidation,778xx,AZ,22.030968819256778,Apr-2003,792,796,2,10,0,15361,13.860171514609688,16,w,Individual,1,1,162.25,0,Fully Paid
1000139,28251, 36 months,20.28,E,E3,Driver,3 years,MORTGAGE,126690.84143486018,Not Verified,Jul-2015,debt_consolidation,debt_consolidation,653xx,HI,9.998652776192092,Jan-2006,701,705,0,6,1,34940,1.98093204568498,12,w,Individual,8,0,1053.94,1,Charged Off
1000140,10474, 36 months,19.13,E,E5,Driver,6 years,MORTGAGE,169645.19294211242,Not Verified,Dec-2018,debt_consolidation,debt_consolidation,346xx,IL,33.44068871850533,Nov-1993,847,851,1,9,0,7673,99.80426330752628,24,f,Individual,0,0,384.62,0,Fully Paid
1000141,22959, 36 months,17.32,D,D2,Project Manager,2 years,RENT,50677.35994018833,Not Verified,Sep-2017,medical,medical,349xx,TX,33.04635328078787,Jul-1996,661,665,0,8,0,1096,52.039437272607245,13,w,Individual,1,0,822.21,1,Charged Off
1000142,6530, 60 months,22.7,F,F5,RN,< 1 year,MORTGAGE,56365.07711507497,Verified,Jul-2017,debt_consolidation,debt_consolidation,316xx,TN,19.083290089600954,Aug-1993,778,782,0,6,0,2488,18.759541662333145,16,w,Individual,7,1,182.96,0,Fully Paid
1000143,30320, 36 months,9.94,B,B1,Driver,9 years,MORTGAGE,116506.7137952742,Verified,Jul-2016,debt_consolidation,debt_consolidation,274xx,IL,21.272158626717776,Aug-2005,714,718,1,8,0,34883,87.1066166990523,19,f,Individual,9,0,977.49,0,Fully Paid
1000144,4748, 60 months,23.09,F,F3,Teacher,7 years,RENT,62944.586988009294,Verified,Sep-2018,other,other,871xx,RI,39.71485981597178,Nov-2000,810,814,0,8,0,29257,69.3311331569486,17,f,Individual,5,0,134.09,1,Charged Off
1000145,32968, 36 months,23.19,F,F5,Manager,5 years,ANY,47119.77103900224,Not Verified,Jul-2018,debt_consolidation,debt_consolidation,775xx,TN,31.814468796722274,May-2009,744,748,0,9,0,39445,84.96209032815086,15,f,Joint App,4,0,1279.45,1,Charged Off
1000146,33562, 36 months,13.69,C,C5,Manager,2 years,MORTGAGE,51115.36565242364,Source Verified,Nov-2018,debt_consolidation,debt_consolidation,816xx,OH,2.515818453953651,Nov-1995,843,847,1,16,0,19314,10.68155997156428,21,f,Individual,8,0,1142.02,0,Fully Paid
1000147,14545, 36 months,6.89,A,A2,Manager,7 years,MORTGAGE,41272.87393217627,Source Verified,Feb-2015,debt_consolidation,debt_consolidation,191xx,CT,6.90408314266322,Jun-2003,775,779,5,11,0,3299,95.18071012595924,23,w,Individual,7,0,448.38,0,Fully Paid
1000148,1663, 60 months,19.53,E,E2,Project Manager,5 years,RENT,17875.375714467697,Source Verified,Aug-2016,home_improvement,home_improvement,208xx,OH,23.84394441695087,Apr-2004,792,796,1,8,0,39156,50.4296586126084,26,w,Individual,6,0,43.63,0,Fully Paid
1000149,35766, 36 months,11.74,C,C3,Supervisor,< 1 year,RENT,88583.49448918481,Source Verified,Apr-2016,credit_card,credit_card,545xx,FL,14.867005290619018,Mar-1990,702,706,0,6,1,23618,43.45014023490692,6,w,Joint App,4,0,1183.51,0,Fully Paid
1000150,8994, 60 months,20.9,E,E2,Engineer,8 years,MORTGAGE,38790.43961551333,Source Verified,Nov-2016,debt_consolidation,debt_consolidation,832xx,MO,32.157925990886696,Jul-1993,847,851,1,12,1,28379,52.23283950133988,24,f,Individual,2,0,242.81,0,Fully Paid
1000151,29021, 36 months,8.27,B,B5,Engineer,10+ years,RENT,25047.313740581056,Source Verified,Feb-2017,car,car,129xx,MS,25.642179571991583,Mar-1991,801,805,0,9,0,37319,57.77359882737079,11,f,Individual,5,0,913.03,0,Fully Paid
1000152,31303, 36 months,15.79,D,D5,Director,8 years,MORTGAGE,101712.33618930944,Not Verified,May-2015,credit_card,credit_card,264xx,NJ,39.62743612556857,Aug-2009,821,825,2,12,1,26234,32.26735990571817,20,f,Individual,7,0,1097.28,0,Fully Paid
1000153,4304, 36 months,15.16,D,D1,RN,8 years,RENT,25337.414335782218,Verified,May-2018,home_improvement,home_improvement,434xx,TN,0.5153550453232825,Apr-2000,813,817,3,10,0,15768,28.264980770243586,26,f,Individual,0,0,149.54,0,Fully Paid
1000154,18675, 36 months,7.01,A,A5,Driver,nan,RENT,118058.73858330866,Source Verified,May-2015,home_improvement,home_improvement,492xx,NJ,17.535264399625156,Jan-1999,702,706,0,9,0,46904,8.948698622320993,22,w,Individual,9,0,576.72,0,Fully Paid
1000155,24938, 36 months,12.27,C,C3,Sales,5 years,MORTGAGE,89594.4597727513,Verified,Jul-2018,debt_consolidation,debt_consolidation,884xx,OR,16.30037822009922,Jul-1991,700,704,0,10,0,3724,91.09540081438482,21,w,Individual,7,0,831.52,0,Fully Paid
1000156,24664, 36 months,6.7,A,A4,Supervisor,5 years,RENT,78444.4459766095,Not Verified,Dec-2016,credit_card,credit_card,387xx,IL,17.36900676876102,Jul-2004,797,801,0,6,0,12069,55.600152786443445,16,w,Individual,2,0,758.17,0,Fully Paid
1000157,2636, 60 months,14.29,D,D1,Director,3 years,RENT,29559.79826982317,Source Verified,Jun-2016,debt_consolidation,debt_consolidation,325xx,KY,35.40840699021657,Oct-2007,760,764,3,11,0,5965,18.42574745771094,16,f,Individual,8,0,61.73,1,Charged Off
1000158,21080, 36 months,21.86,E,E1,Teacher,7 years,RENT,20039.88368368072,Verified,Sep-2015,debt_consolidation,debt_consolidation,836xx,FL,16.239838890296774,Jul-1992,824,828,0,16,1,27623,51.999430680901746,29,f,Individual,3,0,803.53,0,Fully Paid
1000159,28728, 36 months,10.4,B,B3,RN,8 years,MORTGAGE,38912.21214392123,Not Verified,Mar-2017,debt_consolidation,debt_consolidation,363xx,AL,31.85272316459696,Jan-1998,807,811,0,13,0,40305,17.316768615397095,29,f,Individual,4,0,932.38,0,Fully Paid
1000160,27736, 60 months,20.3,E,E3,nan,nan,RENT,13076.686621701789,Not Verified,Feb-2016,debt_consolidation,debt_consolidation,781xx,WY,25.305698121544733,Apr-2004,777,781,1,9,1,23232,7.7003037783136445,23,f,Individual,0,0,739.47,0,Fully Paid
1000161,29673, 36 months,8.67,B,B2,Supervisor,6 years,MORTGAGE,14752.125059972968,Source Verified,Jan-2015,house,house,587xx,TN,19.50884971854454,Jun-2009,765,769,0,9,0,43023,3.2671462174952204,16,f,Individual,1,0,939.04,0,Fully Paid
1000162,38505, 36 months,18.47,E,E1,Engineer,6 years,RENT,100205.85692671432,Verified,Oct-2015,small_business,small_business,786xx,WY,27.713443952424804,Nov-2006,699,703,3,13,0,40767,85.69131540563308,13,f,Individual,2,0,1401.14,1,Charged Off
1000163,1854, 36 months,23.31,F,F2,Supervisor,1 year,RENT,200620.00023288844,Source Verified,Jan-2017,debt_consolidation,debt_consolidation,226xx,MN,9.163403399566828,Sep-1992,789,793,2,11,0,48720,73.57086661684033,23,w,Individual,0,0,72.07,0,Fully Paid
1000164,25548, 36 months,11.48,C,C5,nan,1 year,RENT,64437.21628466653,Source Verified,Jan-2018,debt_consolidation,debt_consolidation,781xx,NJ,5.691691116560493,Aug-1997,756,760,0,10,0,26807,34.25308643987327,10,f,Individual,0,0,842.23,0,Fully Paid
1000165,39623, 36 months,23.01,F,F1,RN,nan,MORTGAGE,61181.01992041056,Source Verified,Feb-2015,debt_consolidation,debt_consolidation,239xx,WY,38.68715134707466,Apr-1990,670,674,0,11,0,39599,38.17673181694858,21,w,Individual,7,0,1534.0,1,Charged Off
1000166,8392, 60 months,15.11,D,D1,RN,9 years,MORTGAGE,41844.68645841215,Source Verified,Apr-2018,debt_consolidation,debt_consolidation,647xx,UT,15.66106796734048,Dec-1991,821,825,2,9,0,40266,62.609656963219365,15,f,Individual,9,0,200.13,0,Fully Paid
1000167,22556, 36 months,11.34,C,C4,Director,10+ years,RENT,102760.94960237383,Not Verified,Mar-2018,credit_card,credit_card,748xx,CA,12.148156148665944,Jan-2009,699,703,0,6,0,7052,97.17489023249468,15,f,Individual,9,0,742.09,1,Charged Off
1000168,39559, 36 months,22.93,F,F1,Director,1 year,MORTGAGE,23738.29677125042,Not Verified,Jun-2015,debt_consolidation,debt_consolidation,842xx,NJ,10.613484388728654,Dec-1990,801,805,0,14,0,18412,0.7695080412823407,17,f,Individual,9,0,1529.87,0,Fully Paid
1000169,27309, 36 months,5.64,A,A5,Director,3 years,MORTGAGE,67294.27593805407,Not Verified,Jul-2015,credit_card,credit_card,603xx,NH,24.89243109452221,Oct-2001,800,804,0,7,0,19377,52.12974903218449,16,f,Individual,9,0,826.35,0,Fully Paid
1000170,22919, 60 months,5.56,A,A2,Director,8 years,OWN,181039.1452502239,Verified,Apr-2018,credit_card,credit_card,192xx,NY,39.85734517694675,Apr-1992,701,705,3,8,0,24322,18.553684748451516,23,f,Joint App,1,0,438.41,0,Fully Paid
1000171,5931, 36 months,17.0,D,D2,RN,4 years,MORTGAGE,66201.23239726841,Source Verified,Mar-2018,debt_consolidation,debt_consolidation,914xx,AK,35.79544855056794,Jun-2002,672,676,0,9,0,27300,76.23751680834037,20,f,Individual,2,0,211.46,1,Charged Off
1000172,33970, 60 months,20.94,E,E4,Project Manager,1 year,MORTGAGE,50431.148746809944,Not Verified,Jun-2015,debt_consolidation,debt_consolidation,808xx,NH,16.018367010382843,Nov-1994,667,671,0,13,0,48221,45.43512099083485,20,w,Joint App,5,1,917.86,1,Charged Off
1000173,13688, 60 months,20.03,E,E5,Director,3 years,OWN,150547.73000841303,Not Verified,Feb-2018,debt_consolidation,debt_consolidation,440xx,ME,35.81190207413425,Aug-2001,737,741,0,12,0,14506,26.386497176707568,14,f,Individual,8,0,362.88,0,Fully Paid
1000174,26342, 60 months,6.59,A,A2,Engineer,6 years,MORTGAGE,188526.02134354637,Not Verified,Apr-2017,credit_card,credit_card,992xx,NV,18.283921618680566,Aug-1996,741,745,0,13,0,32248,86.20972317034494,15,f,Individual,4,0,516.52,0,Fully Paid
1000175,38157, 60 months,24.01,F,F3,Supervisor,4 years,MORTGAGE,147831.26305955884,Not Verified,Jun-2017,debt_consolidation,debt_consolidation,329xx,DC,4.372184030144171,Jan-1994,686,690,2,8,0,31685,82.8394367426583,14,w,Individual,2,0,1097.92,0,Fully Paid
1000176,3327, 36 months,19.06,E,E5,Sales,10+ years,RENT,57045.05827383776,Not Verified,Dec-2018,small_business,small_business,689xx,DC,7.514548369924823,Dec-1998,722,726,1,9,0,9950,68.2940754252041,18,w,Individual,1,1,122.06,0,Fully Paid
1000177,1197, 60 months,23.98,F,F5,nan,7 years,OWN,99705.29631667018,Verified,Feb-2015,debt_consolidation,debt_consolidation,884xx,ND,9.719411997285853,Nov-1996,719,723,0,10,1,21631,27.32764261113674,22,w,Individual,0,0,34.42,0,Fully Paid
1000178,24509, 36 months,11.58,C,C4,Sales,< 1 year,RENT,149451.94700631968,Verified,Apr-2018,credit_card,credit_card,715xx,SC,36.708994719458886,May-2006,827,831,2,8,0,42901,68.14257268567903,19,f,Individual,5,0,809.14,0,Fully Paid
1000179,35698, 60 months,18.88,E,E2,Manager,4 years,RENT,44629.98263154461,Verified,May-2015,debt_consolidation,debt_consolidation,166xx,SC,39.159356010576204,Oct-1990,689,693,1,17,1,12979,69.30819477195335,31,f,Individual,9,0,923.67,1,Charged Off
1000180,16087, 36 months,22.2,F,F5,Project Manager,3 years,MORTGAGE,35371.2078738533,Source Verified,Mar-2018,moving,moving,759xx,NH,9.08434015739353,Oct-1995,728,732,0,7,0,15825,71.75974618891065,26,w,Individual,1,0,616.04,1,Charged Off
1000181,23671, 60 months,12.61,C,C2,Project Manager,2 years,MORTGAGE,77323.43553067865,Verified,Jun-2018,debt_consolidation,debt_consolidation,451xx,OR,16.1220997952252,Aug-1998,847,851,1,10,0,43118,60.98394229641204,16,f,Joint App,0,0,533.87,0,Fully Paid
