id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,DTI Ratio %,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,installment,default_risk,loan_status,credit_score_bucket,credit_score_range,monthly_income,payment_to_income_ratio (%)
1000082,34159, 36 months,23.26,F,F3,Sales,1 year,MORTGAGE,152729.9790512511,Verified,May-2015,debt_consolidation,debt_consolidation,429xx,CA,16.801392900865515,Jul-1996,767,771,0,11,0,36932,92.00276069005275,12,Fractional Funded,Individual,6,0,1326.92,0,Fully Paid,Very Good,4,12727.498254270926,10.425615258322503
1000083,14986, 36 months,17.17,D,D1,Manager,9 years,MORTGAGE,95811.46910830584,Source Verified,Dec-2017,debt_consolidation,debt_consolidation,117xx,MD,18.013528427360246,Apr-2006,712,716,1,14,0,47543,60.93274559062035,21,Fractional Funded,Individual,1,0,535.56,1,Charged Off,Good,4,7984.28909235882,6.707672953783014
1000084,13666, 60 months,5.79,A,A2,Director,4 years,MORTGAGE,104334.70506838284,Not Verified,Feb-2016,debt_consolidation,debt_consolidation,748xx,WA,20.612540960058613,Aug-1990,786,790,0,6,1,41305,32.557369168313286,8,Fractional Funded,Individual,5,0,262.87,0,Fully Paid,Very Good,4,8694.55875569857,3.023385169807614
1000085,39660, 36 months,7.27,A,A1,Sales,4 years,OWN,100057.03934783164,Not Verified,Aug-2016,small_business,small_business,468xx,HI,25.11201143460482,Dec-2006,820,824,1,9,0,32624,33.60937710909915,17,Fractional Funded,Individual,7,0,1229.49,0,Fully Paid,Excellent,4,8338.086612319303,14.745469280487697
1000086,4561, 60 months,20.07,E,E3,RN,5 years,OWN,53236.60158373426,Source Verified,Apr-2016,debt_consolidation,debt_consolidation,994xx,IL,15.575613765122624,Mar-2003,767,771,1,9,0,6301,57.0721791194585,27,Fractional Funded,Individual,5,0,121.02,0,Fully Paid,Very Good,4,4436.383465311188,2.72789764334565
1000087,27854, 60 months,19.32,E,E4,Project Manager,5 years,MORTGAGE,78570.21923579632,Not Verified,Aug-2016,debt_consolidation,debt_consolidation,146xx,UT,17.897502177780492,Oct-2009,698,702,3,7,0,8501,0.0651564263835724,24,Whole Funded,Individual,6,0,727.46,1,Charged Off,Good,4,6547.518269649693,11.110469189098128
1000088,39952, 36 months,8.07,B,B3,RN,2 years,MORTGAGE,70136.68595275564,Not Verified,Aug-2017,debt_consolidation,debt_consolidation,926xx,NE,14.81067978749425,Apr-2005,769,773,0,9,0,13564,52.99339976020208,14,Whole Funded,Individual,1,0,1253.24,0,Fully Paid,Very Good,4,5844.723829396303,21.442244947430584
1000089,23662, 36 months,6.18,A,A1,RN,10+ years,RENT,125515.74824378628,Not Verified,Sep-2016,credit_card,credit_card,853xx,MT,27.94620234218989,May-2005,784,788,1,6,0,32826,19.233771377332744,12,Fractional Funded,Individual,9,0,721.78,0,Fully Paid,Very Good,4,10459.64568698219,6.9006161546973726
1000090,9392, 36 months,16.57,D,D2,Project Manager,3 years,MORTGAGE,71497.21101614561,Not Verified,Apr-2016,debt_consolidation,debt_consolidation,433xx,CO,36.33649778868208,Dec-2000,705,709,2,9,0,20193,19.14082913085105,20,Whole Funded,Individual,7,0,332.84,1,Charged Off,Good,4,5958.100918012134,5.586343779337142
1000091,31535, 36 months,17.71,D,D5,Teacher,< 1 year,OWN,100449.23197225024,Not Verified,Nov-2017,home_improvement,home_improvement,794xx,WI,4.572697900806246,Jan-2009,727,731,0,11,0,13052,88.33607520063727,29,Whole Funded,Individual,4,0,1135.48,1,Charged Off,Good,4,8370.769331020854,13.56482248043888
1000092,14067, 36 months,7.71,A,A3,Project Manager,10+ years,RENT,55795.92066307101,Verified,Oct-2016,debt_consolidation,debt_consolidation,554xx,LA,11.500368001894197,Oct-2007,728,732,0,10,1,23422,72.04907508898836,13,Whole Funded,Joint App,9,0,438.93,0,Fully Paid,Good,4,4649.6600552559175,9.440044966380693
1000093,24599, 36 months,14.47,D,D2,,< 1 year,MORTGAGE,90963.69961201596,Source Verified,Mar-2018,major_purchase,major_purchase,339xx,CO,8.789933107008316,Dec-1996,756,760,1,15,0,659,96.68087502066862,20,Fractional Funded,Individual,1,0,846.36,0,Fully Paid,Very Good,4,7580.30830100133,11.16524508492879
1000094,36222, 36 months,11.12,C,C4,Manager,4 years,MORTGAGE,70634.35398961285,Verified,Jan-2017,home_improvement,home_improvement,721xx,ID,37.574572436854574,Mar-1994,751,755,1,9,0,784,47.48095755511253,18,Fractional Funded,Individual,2,0,1187.92,0,Fully Paid,Very Good,4,5886.1961658010705,20.181454483318813
1000095,12837, 36 months,23.63,F,F4,Teacher,,ANY,38206.03446216106,Verified,Nov-2017,debt_consolidation,debt_consolidation,596xx,IN,23.77863822787665,Mar-1996,667,671,0,11,0,15246,17.120447765708214,24,Whole Funded,Individual,4,0,501.14,1,Charged Off,Fair,4,3183.836205180088,15.740131329138329
1000096,15039, 36 months,9.38,B,B4,Sales,3 years,RENT,92673.00897866658,Source Verified,Apr-2017,debt_consolidation,debt_consolidation,509xx,MO,5.715720887776374,Feb-2004,681,685,0,3,0,38944,56.10082824686042,10,Fractional Funded,Individual,3,0,480.9,0,Fully Paid,Good,4,7722.7507482222145,6.227055820890033
1000097,31818, 36 months,19.67,E,E2,Teacher,6 years,MORTGAGE,111934.79141498572,Verified,Mar-2017,debt_consolidation,debt_consolidation,856xx,WY,15.91702102439318,Jun-2006,675,679,2,14,0,40235,66.20415423300253,20,Whole Funded,Individual,9,0,1177.13,0,Fully Paid,Good,4,9327.899284582143,12.61945443542309
1000098,20115, 36 months,15.36,D,D3,Supervisor,6 years,MORTGAGE,22301.7671142376,Not Verified,Oct-2015,debt_consolidation,debt_consolidation,727xx,DE,18.947664748943065,Aug-2002,767,771,1,16,0,3286,87.12765921475713,32,Fractional Funded,Individual,2,0,700.84,0,Fully Paid,Very Good,4,1858.4805928531332,37.71037495334147
1000099,11965, 36 months,5.23,A,A2,Project Manager,3 years,MORTGAGE,21101.34926641632,Verified,Dec-2015,debt_consolidation,debt_consolidation,913xx,CO,24.919179108030303,Jun-2001,692,696,0,8,0,15268,32.06258017435837,17,Whole Funded,Individual,4,0,359.84,0,Fully Paid,Good,4,1758.4457722013601,20.46352555697661
1000100,25538, 36 months,15.34,D,D2,,9 years,MORTGAGE,69149.78224899061,Source Verified,Feb-2015,debt_consolidation,debt_consolidation,183xx,WY,8.611656456257627,Oct-2009,765,769,0,8,1,41769,14.700681369223645,13,Whole Funded,Individual,6,0,889.54,0,Fully Paid,Very Good,4,5762.481854082551,15.436751429764358
1000101,6056, 36 months,6.99,A,A5,Teacher,1 year,MORTGAGE,76031.01128844883,Verified,Feb-2015,debt_consolidation,debt_consolidation,456xx,FL,20.08129169856773,Jul-1998,846,850,0,5,0,34877,67.02418248316603,14,Fractional Funded,Individual,1,0,186.96,0,Fully Paid,Excellent,4,6335.917607370736,2.9507959475752124
1000102,33482, 36 months,18.18,E,E5,,9 years,RENT,34799.67485291121,Not Verified,Apr-2015,debt_consolidation,debt_consolidation,538xx,NC,32.06050296318059,Nov-1996,768,772,0,15,0,25369,34.61528918135177,28,Whole Funded,Individual,1,0,1213.48,0,Fully Paid,Very Good,4,2899.9729044092674,41.84452889732048
1000103,9110, 60 months,16.31,D,D3,Sales,3 years,RENT,71282.44132308038,Source Verified,Jan-2015,debt_consolidation,debt_consolidation,587xx,WV,26.399424785343708,Dec-2002,840,844,2,11,0,29388,94.66145187926102,25,Whole Funded,Joint App,0,0,223.04,0,Fully Paid,Excellent,4,5940.203443590031,3.75475355546414
1000104,14773, 36 months,5.21,A,A5,Engineer,7 years,RENT,56677.78155683399,Verified,Feb-2017,debt_consolidation,debt_consolidation,774xx,MD,4.168185905699757,Sep-1994,664,668,1,9,0,49623,65.12354059787404,11,Whole Funded,Joint App,4,0,444.15,0,Fully Paid,Fair,4,4723.148463069499,9.403684924851039
1000105,28266, 36 months,9.09,B,B4,Sales,1 year,MORTGAGE,17672.693855102723,Not Verified,Sep-2015,vacation,vacation,977xx,KS,36.4916612844974,Jan-2001,715,719,0,9,0,19274,52.246510759272425,25,Whole Funded,Individual,5,0,900.04,0,Fully Paid,Good,4,1472.7244879252269,61.11394272176296
1000106,18412, 60 months,20.52,E,E5,Manager,4 years,MORTGAGE,66841.53814649011,Source Verified,Aug-2016,credit_card,credit_card,816xx,WY,13.542306752481675,Jul-2003,773,777,2,4,0,32224,43.58219079272958,8,Whole Funded,Individual,4,1,493.15,0,Fully Paid,Very Good,4,5570.128178874176,8.85347669144078
1000107,34270, 36 months,10.52,B,B4,Manager,6 years,RENT,33488.27214474357,Source Verified,Nov-2018,credit_card,credit_card,202xx,CO,16.981782506528337,Jul-1998,681,685,0,12,0,8714,17.622941546059877,23,Whole Funded,Individual,5,0,1114.18,0,Fully Paid,Good,4,2790.6893453952976,39.924902491867215
1000108,7910, 36 months,14.99,D,D3,RN,9 years,MORTGAGE,84594.17325068104,Not Verified,May-2017,home_improvement,home_improvement,851xx,VT,27.695080652266128,Jul-2009,662,666,0,17,0,26690,35.05698645836899,26,Whole Funded,Individual,6,0,274.16,0,Fully Paid,Fair,4,7049.514437556753,3.889062181919857
1000109,26446, 60 months,11.24,C,C2,Manager,5 years,RENT,44341.95711774653,Source Verified,Jan-2016,debt_consolidation,debt_consolidation,494xx,SC,18.450621420707893,Sep-1993,765,769,0,10,0,49738,52.75165232662046,18,Whole Funded,Individual,6,0,578.17,0,Fully Paid,Very Good,4,3695.1630931455443,15.646670672601545
1000110,1206, 60 months,23.43,F,F2,,8 years,RENT,74153.70920307838,Source Verified,Nov-2017,debt_consolidation,debt_consolidation,400xx,WY,23.51979272261721,Jul-1993,849,853,4,9,0,27066,91.95283576496357,25,Whole Funded,Individual,7,0,34.3,0,Fully Paid,Excellent,4,6179.4757669231985,0.5550632657805241
1000111,22518, 60 months,15.73,D,D5,Director,1 year,MORTGAGE,121321.55464932724,Verified,May-2017,house,house,721xx,IN,19.10973179259421,Apr-1998,767,771,0,13,0,46871,45.8320792524893,20,Fractional Funded,Individual,5,1,544.37,0,Fully Paid,Very Good,4,10110.129554110603,5.38440182281016
1000112,23361, 60 months,18.92,E,E4,Project Manager,3 years,MORTGAGE,46685.32534704565,Not Verified,Apr-2017,home_improvement,home_improvement,299xx,ID,12.3120748019292,Apr-1993,841,845,0,5,0,48726,47.044795295081954,14,Fractional Funded,Joint App,0,1,604.97,0,Fully Paid,Excellent,4,3890.443778920471,15.550154028131683
1000113,24419, 36 months,6.67,A,A1,Sales,6 years,RENT,55530.97068575179,Verified,Jun-2018,debt_consolidation,debt_consolidation,829xx,NY,17.637619111156468,Mar-2010,662,666,1,13,1,1931,53.03369186057928,20,Fractional Funded,Individual,3,0,750.31,1,Charged Off,Fair,4,4627.580890479316,16.213871086374123
1000114,23403, 36 months,5.81,A,A1,,,MORTGAGE,126947.04592273769,Verified,Oct-2017,debt_consolidation,debt_consolidation,246xx,DE,12.463399304328837,Mar-2003,772,776,0,11,1,9392,31.02131095114932,11,Whole Funded,Individual,2,0,709.95,0,Fully Paid,Very Good,4,10578.920493561474,6.710987197910115
1000115,19141, 36 months,10.18,B,B1,,7 years,OWN,84269.61520786426,Verified,Jun-2017,debt_consolidation,debt_consolidation,990xx,MD,17.945654432129018,Oct-2010,730,734,2,10,0,46033,50.03339951296385,27,Fractional Funded,Individual,8,0,619.25,0,Fully Paid,Good,4,7022.467933988689,8.818124992822465
1000116,15820, 36 months,11.18,C,C2,Sales,4 years,RENT,57235.16962484575,Not Verified,Feb-2016,small_business,small_business,632xx,SD,8.100621085269136,Dec-1992,799,803,0,8,0,7379,37.6364059240144,22,Fractional Funded,Individual,3,0,519.28,0,Fully Paid,Very Good,4,4769.597468737146,10.887291923557033
1000117,7374, 36 months,18.75,E,E2,RN,4 years,RENT,144961.73338340883,Source Verified,Apr-2016,credit_card,credit_card,997xx,RI,2.4272807938896124,Mar-2003,770,774,1,9,0,34320,81.61924360055788,16,Fractional Funded,Individual,7,0,269.37,0,Fully Paid,Very Good,4,12080.144448617402,2.2298574420675075
1000118,2678, 60 months,16.38,D,D4,Manager,3 years,OWN,52860.33658941529,Not Verified,Sep-2016,debt_consolidation,debt_consolidation,685xx,TX,27.950968612661065,Oct-2004,724,728,2,18,1,18888,83.33804156404314,36,Fractional Funded,Individual,5,0,65.67,0,Fully Paid,Good,4,4405.028049117941,1.490796409642606
1000119,34827, 36 months,12.49,C,C5,Manager,8 years,MORTGAGE,52309.43494670721,Source Verified,Apr-2016,debt_consolidation,debt_consolidation,903xx,MS,5.037315914253742,Dec-2008,728,732,0,3,0,1422,58.91148423814671,4,Whole Funded,Individual,8,1,1164.92,0,Fully Paid,Good,4,4359.119578892268,26.723744988340687
1000120,17198, 36 months,18.08,E,E1,Manager,,RENT,34926.35659307936,Not Verified,Sep-2015,debt_consolidation,debt_consolidation,977xx,WV,32.891516782275126,Feb-1990,810,814,0,7,0,1272,55.60383541445121,13,Whole Funded,Individual,6,0,622.44,0,Fully Paid,Excellent,4,2910.5297160899468,21.385797800277956
1000121,10914, 60 months,8.27,B,B4,Manager,9 years,MORTGAGE,83957.72237728903,Source Verified,Nov-2015,debt_consolidation,debt_consolidation,833xx,NJ,14.55702745489409,May-1992,839,843,0,16,0,35839,62.06994420022824,35,Whole Funded,Individual,3,1,222.71,0,Fully Paid,Excellent,4,6996.476864774086,3.183173535830612
1000122,28890, 60 months,6.27,A,A4,,3 years,RENT,32186.79629515699,Verified,Dec-2015,debt_consolidation,debt_consolidation,616xx,NV,9.95687619142788,Nov-2007,742,746,1,11,2,10541,55.27569344966869,12,Whole Funded,Individual,1,1,562.16,0,Fully Paid,Very Good,4,2682.233024596416,20.958656270537336
1000123,23299, 36 months,22.09,F,F5,,2 years,MORTGAGE,134500.2839200146,Verified,Jul-2017,debt_consolidation,debt_consolidation,132xx,CT,16.391150358954853,Mar-1999,795,799,0,16,0,5742,13.658826565816009,20,Whole Funded,Joint App,5,0,890.88,0,Fully Paid,Very Good,4,11208.35699333455,7.948354968795101
1000124,3693, 60 months,16.28,D,D4,Engineer,8 years,OWN,42694.09066895763,Source Verified,May-2017,credit_card,credit_card,230xx,IL,5.984667113525246,Nov-2005,736,740,0,11,0,21665,77.71941662991529,11,Whole Funded,Individual,4,0,90.36,0,Fully Paid,Good,4,3557.8408890798023,2.5397425803201292
1000125,30467, 60 months,17.98,D,D5,Sales,6 years,OWN,78932.24628237568,Verified,Jul-2016,home_improvement,home_improvement,609xx,NC,33.960449056934145,Mar-1998,833,837,1,12,0,5665,50.53189253556789,26,Fractional Funded,Individual,7,0,773.33,0,Fully Paid,Excellent,4,6577.687190197973,11.756867993850657
1000126,30723, 36 months,11.14,C,C3,Director,8 years,RENT,61529.18129197472,Not Verified,Apr-2016,credit_card,credit_card,915xx,AL,6.669903876347414,Nov-2004,800,804,4,14,0,3810,78.56814763758729,29,Fractional Funded,Individual,2,0,1007.87,0,Fully Paid,Excellent,4,5127.431774331227,19.65642926826573
1000127,4627, 36 months,12.44,C,C5,Supervisor,3 years,MORTGAGE,81734.42008742406,Not Verified,Feb-2015,credit_card,credit_card,189xx,WV,19.75292148307787,Apr-1991,683,687,0,10,0,11967,59.06834503827663,21,Whole Funded,Individual,3,0,154.66,0,Fully Paid,Good,4,6811.201673952005,2.2706712765746513
1000128,26939, 36 months,6.65,A,A1,,2 years,RENT,76398.33869559244,Not Verified,Mar-2018,other,other,408xx,SD,6.479919728769001,Nov-1990,830,834,0,8,0,11339,42.49482964840188,21,Fractional Funded,Individual,2,0,827.49,0,Fully Paid,Excellent,4,6366.528224632703,12.997507759383875
1000129,22834, 36 months,22.14,F,F1,Supervisor,9 years,RENT,63416.20596222973,Source Verified,Aug-2018,debt_consolidation,debt_consolidation,952xx,NH,1.8280943482768075,Nov-2010,840,844,2,12,0,28393,60.39290254691218,22,Whole Funded,Individual,8,0,873.7,0,Fully Paid,Excellent,4,5284.683830185811,16.532682523209353
1000130,19047, 36 months,16.85,D,D5,Sales,7 years,RENT,48224.02520591496,Source Verified,Oct-2015,debt_consolidation,debt_consolidation,789xx,ME,31.9092040474729,Jan-1996,755,759,0,8,1,35477,54.1858837425394,12,Fractional Funded,Joint App,5,0,677.66,0,Fully Paid,Very Good,4,4018.6687671595796,16.862798087212706
1000131,27105, 60 months,6.67,A,A3,Supervisor,3 years,MORTGAGE,70107.40442201926,Not Verified,Mar-2018,debt_consolidation,debt_consolidation,661xx,AZ,22.29609863209025,Dec-1991,662,666,0,3,0,34142,46.808740292534246,14,Whole Funded,Individual,4,0,532.5,0,Fully Paid,Fair,4,5842.283701834938,9.114586472970371
1000132,11230, 60 months,21.09,E,E3,Driver,9 years,MORTGAGE,126950.7469587449,Source Verified,Jun-2015,debt_consolidation,debt_consolidation,995xx,ID,3.124402687834369,Oct-1997,815,819,0,11,0,8987,75.53114243540305,28,Fractional Funded,Individual,7,0,304.38,0,Fully Paid,Excellent,4,10579.228913228742,2.8771473090953688
1000133,16707, 60 months,13.88,C,C1,Engineer,2 years,RENT,49995.17577293322,Not Verified,Jun-2015,debt_consolidation,debt_consolidation,578xx,IN,35.71623299058731,Jul-2010,698,702,0,12,0,25596,83.35758602972957,16,Fractional Funded,Individual,5,0,387.7,1,Charged Off,Good,4,4166.264647744435,9.305697855989441
1000134,22976, 60 months,20.3,E,E3,Engineer,,MORTGAGE,30633.88127443605,Verified,Jul-2017,medical,medical,272xx,FL,15.702836293436835,Nov-2007,806,810,3,9,0,30762,43.839631956979694,19,Whole Funded,Individual,1,0,612.57,0,Fully Paid,Excellent,4,2552.8234395363374,23.99578406061876
1000135,24776, 60 months,5.25,A,A4,Manager,3 years,RENT,88636.02809872034,Verified,Oct-2015,debt_consolidation,debt_consolidation,556xx,SD,17.04398668618102,Jan-2008,793,797,0,13,0,9359,93.90937683343,19,Whole Funded,Individual,2,0,470.4,0,Fully Paid,Very Good,4,7386.335674893362,6.368516416048086
1000136,31080, 36 months,5.57,A,A2,Project Manager,1 year,MORTGAGE,70136.69029857869,Verified,Feb-2017,debt_consolidation,debt_consolidation,218xx,WI,19.79524950642913,Jan-2010,817,821,3,8,0,11701,40.80951734057536,22,Fractional Funded,Individual,2,0,939.47,0,Fully Paid,Excellent,4,5844.724191548224,16.073812368400937
1000137,2306, 36 months,8.42,B,B4,Director,,OWN,135024.02729431528,Not Verified,Sep-2018,debt_consolidation,debt_consolidation,593xx,NE,8.985254060242674,Jan-2003,846,850,3,9,0,4910,42.424407747048186,15,Fractional Funded,Individual,8,0,72.71,0,Fully Paid,Excellent,4,11252.002274526274,0.6461961011562379
1000138,7776, 60 months,9.22,B,B1,Supervisor,10+ years,RENT,83277.61752968578,Source Verified,May-2018,debt_consolidation,debt_consolidation,778xx,AZ,22.030968819256778,Apr-2003,792,796,2,10,0,15361,13.860171514609688,16,Whole Funded,Individual,1,1,162.25,0,Fully Paid,Very Good,4,6939.801460807149,2.337963137941545
1000139,28251, 36 months,20.28,E,E3,Driver,3 years,MORTGAGE,126690.84143486018,Not Verified,Jul-2015,debt_consolidation,debt_consolidation,653xx,HI,9.998652776192092,Jan-2006,701,705,0,6,1,34940,1.98093204568498,12,Whole Funded,Individual,8,0,1053.94,1,Charged Off,Good,4,10557.570119571681,9.982789487196493
1000140,10474, 36 months,19.13,E,E5,Driver,6 years,MORTGAGE,169645.19294211242,Not Verified,Dec-2018,debt_consolidation,debt_consolidation,346xx,IL,33.44068871850533,Nov-1993,847,851,1,9,0,7673,99.80426330752628,24,Fractional Funded,Individual,0,0,384.62,0,Fully Paid,Excellent,4,14137.099411842702,2.7206429607321168
1000141,22959, 36 months,17.32,D,D2,Project Manager,2 years,RENT,50677.35994018833,Not Verified,Sep-2017,medical,medical,349xx,TX,33.04635328078787,Jul-1996,661,665,0,8,0,1096,52.039437272607245,13,Whole Funded,Individual,1,0,822.21,1,Charged Off,Fair,4,4223.113328349028,19.46928571584018
1000142,6530, 60 months,22.7,F,F5,RN,< 1 year,MORTGAGE,56365.07711507497,Verified,Jul-2017,debt_consolidation,debt_consolidation,316xx,TN,19.083290089600958,Aug-1993,778,782,0,6,0,2488,18.759541662333145,16,Whole Funded,Individual,7,1,182.96,0,Fully Paid,Very Good,4,4697.089759589581,3.8951778519128526
1000143,30320, 36 months,9.94,B,B1,Driver,9 years,MORTGAGE,116506.7137952742,Verified,Jul-2016,debt_consolidation,debt_consolidation,274xx,IL,21.272158626717776,Aug-2005,714,718,1,8,0,34883,87.1066166990523,19,Fractional Funded,Individual,9,0,977.49,0,Fully Paid,Good,4,9708.89281627285,10.067986314172217
1000144,4748, 60 months,23.09,F,F3,Teacher,7 years,RENT,62944.586988009294,Verified,Sep-2018,other,other,871xx,RI,39.71485981597178,Nov-2000,810,814,0,8,0,29257,69.3311331569486,17,Fractional Funded,Individual,5,0,134.09,1,Charged Off,Excellent,4,5245.382249000774,2.5563437254843278
1000145,32968, 36 months,23.19,F,F5,Manager,5 years,ANY,47119.77103900224,Not Verified,Jul-2018,debt_consolidation,debt_consolidation,775xx,TN,31.814468796722277,May-2009,744,748,0,9,0,39445,84.96209032815086,15,Fractional Funded,Joint App,4,0,1279.45,1,Charged Off,Very Good,4,3926.64758658352,32.58377462677312
1000146,33562, 36 months,13.69,C,C5,Manager,2 years,MORTGAGE,51115.36565242364,Source Verified,Nov-2018,debt_consolidation,debt_consolidation,816xx,OH,2.515818453953651,Nov-1995,843,847,1,16,0,19314,10.68155997156428,21,Fractional Funded,Individual,8,0,1142.02,0,Fully Paid,Excellent,4,4259.613804368637,26.81041175208772
